UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
9385,M24244,M,297.6,308.1,1379.0,57.4,122.0,0,No Failure
682,M15541,M,297.7,309.0,1656.0,33.2,20.0,0,No Failure
6870,L54049,L,301.0,311.2,1412.0,42.1,64.0,0,No Failure
6247,H35660,H,300.8,310.3,1457.0,46.8,182.0,0,No Failure
1683,H31096,H,297.9,307.4,1604.0,36.1,225.0,0,No Failure
3324,L50503,L,301.5,310.5,1589.0,36.7,118.0,0,No Failure
9297,H38710,H,298.2,309.0,1524.0,39.1,100.0,1,Heat Dissipation Failure
5486,L52665,L,302.6,312.1,1344.0,51.0,206.0,0,No Failure
6518,L53697,L,301.1,310.1,1540.0,36.6,28.0,0,No Failure
1669,L48848,L,298.2,307.9,1551.0,34.1,190.0,0,No Failure
8064,M22923,M,300.3,311.7,1551.0,36.4,84.0,0,No Failure
7727,M22586,M,300.8,311.9,1761.0,29.0,113.0,0,No Failure
409,M15268,M,297.4,308.6,1434.0,44.4,193.0,1,Failure
8481,L55660,L,298.4,309.6,1477.0,35.6,101.0,0,No Failure
3847,L51026,L,302.3,310.9,1403.0,47.2,173.0,0,No Failure
6115,M20974,M,300.8,310.8,1549.0,35.5,79.0,0,No Failure
1720,L48899,L,298.2,307.7,1503.0,38.3,87.0,0,No Failure
5813,L52992,L,301.4,311.1,1495.0,36.3,193.0,0,No Failure
2549,M17408,M,299.3,309.2,1440.0,37.5,111.0,0,No Failure
4231,L51410,L,302.2,310.8,1673.0,32.9,52.0,1,Power Failure
1373,M16232,M,298.8,310.3,1573.0,41.8,91.0,0,No Failure
2229,H31642,H,299.4,308.6,1542.0,41.8,166.0,0,No Failure
2350,M17209,M,299.3,308.5,1386.0,42.2,30.0,0,No Failure
9115,L56294,L,297.6,308.7,1476.0,39.0,44.0,0,No Failure
8349,M23208,M,298.7,309.6,1452.0,42.7,180.0,0,No Failure
978,L48157,L,296.0,306.7,1917.0,21.0,127.0,1,Power Failure
5759,L52938,L,301.9,311.3,1501.0,40.8,59.0,0,No Failure
4797,L51976,L,303.5,312.4,1390.0,47.3,164.0,0,No Failure
6095,M20954,M,300.9,310.8,1402.0,48.1,22.0,0,No Failure
9399,H38812,H,297.7,308.2,1526.0,40.1,165.0,0,No Failure
6892,L54071,L,300.9,311.5,1505.0,41.1,129.0,1,Heat Dissipation Failure
4122,M18981,M,302.1,310.7,1364.0,47.8,213.0,0,No Failure
9864,L57043,L,298.9,309.8,1411.0,56.3,84.0,0,No Failure
7965,L55144,L,300.9,312.1,1423.0,40.2,63.0,0,No Failure
2015,L49194,L,298.6,308.4,1310.0,59.7,40.0,1,Overstrain Failure
3564,M18423,M,301.8,310.7,1465.0,35.8,82.0,0,No Failure
1220,M16079,M,296.9,308.1,1357.0,41.8,127.0,0,No Failure
431,L47610,L,297.5,308.6,1596.0,37.1,30.0,0,No Failure
6270,M21129,M,300.9,310.5,1444.0,43.2,27.0,0,No Failure
4102,L51281,L,301.9,310.4,1884.0,23.4,163.0,0,No Failure
9554,L56733,L,299.3,310.7,1495.0,39.2,144.0,0,No Failure
639,L47818,L,298.0,309.6,1536.0,37.3,120.0,0,No Failure
7127,M21986,M,300.6,310.0,1542.0,33.9,100.0,0,No Failure
944,M15803,M,295.6,306.2,1477.0,45.0,40.0,0,No Failure
5215,L52394,L,303.7,312.7,1572.0,37.2,192.0,0,No Failure
2343,M17202,M,299.2,308.2,1674.0,28.2,14.0,0,No Failure
8079,L55258,L,300.3,311.7,1571.0,31.2,123.0,0,No Failure
6982,H36395,H,300.8,311.2,1612.0,32.5,143.0,0,No Failure
9411,M24270,M,298.0,308.5,1666.0,31.0,198.0,1,Random Failure
6469,L53648,L,300.5,309.8,1507.0,42.5,117.0,0,No Failure
7218,L54397,L,299.9,309.8,1716.0,28.2,117.0,0,No Failure
4392,M19251,M,302.2,310.1,1368.0,51.6,12.0,0,No Failure
5944,L53123,L,300.7,310.7,1541.0,41.3,82.0,0,No Failure
4824,L52003,L,303.5,311.9,1493.0,38.7,14.0,0,No Failure
8894,L56073,L,297.5,308.7,1371.0,46.5,121.0,0,No Failure
180,L47359,L,298.2,308.3,1304.0,49.8,45.0,0,No Failure
5241,L52420,L,303.7,313.0,1694.0,28.0,44.0,0,No Failure
2075,L49254,L,299.5,309.4,1602.0,31.5,193.0,0,No Failure
8839,L56018,L,297.5,309.0,1320.0,54.7,179.0,0,No Failure
224,L47403,L,298.4,308.6,1569.0,34.4,160.0,0,No Failure
9968,M24827,M,298.3,307.9,1609.0,32.4,151.0,0,No Failure
2592,L49771,L,298.9,308.6,1522.0,46.4,2.0,0,No Failure
8395,M23254,M,298.6,309.5,1566.0,38.1,89.0,0,No Failure
3550,M18409,M,301.8,310.9,1299.0,60.4,48.0,0,No Failure
6667,L53846,L,301.3,310.4,1414.0,51.4,199.0,0,No Failure
4332,M19191,M,301.6,309.9,1746.0,31.1,83.0,0,No Failure
2976,H32389,H,300.5,309.4,1360.0,46.2,93.0,0,No Failure
5666,L52845,L,302.3,311.4,1845.0,21.9,27.0,0,No Failure
6611,L53790,L,301.5,310.4,1543.0,34.0,55.0,0,No Failure
370,H29783,H,297.5,308.4,1587.0,36.1,98.0,0,No Failure
2716,M17575,M,299.5,309.0,1701.0,28.6,98.0,1,Failure
2602,L49781,L,299.3,309.1,1399.0,52.1,27.0,0,No Failure
9965,L57144,L,298.3,307.9,1766.0,26.5,145.0,0,No Failure
6812,L53991,L,300.9,310.6,1504.0,46.4,129.0,0,No Failure
1570,M16429,M,298.1,308.2,1654.0,35.3,155.0,1,Failure
3360,L50539,L,301.5,310.6,1525.0,41.9,204.0,0,No Failure
5467,M20326,M,302.9,312.3,1426.0,44.7,157.0,0,No Failure
2571,L49750,L,299.6,309.2,1713.0,26.5,167.0,0,No Failure
7836,L55015,L,300.1,311.5,1549.0,34.7,189.0,0,No Failure
718,L47897,L,297.4,308.7,1545.0,36.9,125.0,0,No Failure
6700,M21559,M,301.7,310.8,1516.0,40.4,48.0,0,No Failure
8113,M22972,M,300.4,311.8,1442.0,45.1,0.0,1,Heat Dissipation Failure
4317,L51496,L,301.5,310.1,1639.0,33.4,47.0,0,No Failure
2894,M17753,M,300.7,309.6,1568.0,35.2,82.0,1,Heat Dissipation Failure
6482,L53661,L,300.7,309.8,1406.0,48.4,151.0,0,No Failure
9025,L56204,L,297.4,308.3,1366.0,45.5,11.0,0,No Failure
7036,L54215,L,300.6,310.6,1497.0,38.2,83.0,0,No Failure
9787,M24646,M,298.7,309.6,1738.0,27.3,79.0,0,No Failure
4396,L51575,L,302.3,310.1,1513.0,40.4,22.0,0,No Failure
8402,H37815,H,298.5,309.4,1671.0,31.8,108.0,0,No Failure
9121,L56300,L,297.4,308.4,1525.0,38.7,62.0,0,No Failure
4663,H34076,H,303.3,311.2,1607.0,31.7,34.0,0,No Failure
944,M15803,M,295.6,306.2,1477.0,45.0,40.0,0,No Failure
9873,L57052,L,298.9,309.9,1373.0,52.1,108.0,0,No Failure
5793,M20652,M,301.8,311.3,1624.0,31.6,145.0,0,No Failure
1129,M15988,M,296.8,307.9,1843.0,25.2,116.0,0,No Failure
2648,L49827,L,299.8,309.4,1408.0,45.6,156.0,0,No Failure
5455,L52634,L,303.0,312.5,1461.0,40.2,127.0,0,No Failure
8210,L55389,L,299.3,310.8,1391.0,46.9,21.0,1,Failure
1792,L48971,L,298.1,307.8,1524.0,40.8,71.0,0,No Failure
3124,H32537,H,300.0,309.4,1498.0,38.5,37.0,1,Failure
9417,M24276,M,298.1,308.5,1463.0,45.9,3.0,0,No Failure
8846,M23705,M,297.4,308.9,1348.0,59.1,201.0,0,No Failure
4001,L51180,L,302.1,311.2,1422.0,50.3,146.0,0,No Failure
4831,L52010,L,303.5,312.0,1756.0,29.7,28.0,1,Power Failure
5298,L52477,L,303.7,313.1,1406.0,48.6,183.0,0,No Failure
7161,M22020,M,300.2,310.1,1485.0,40.5,188.0,1,Failure
7396,M22255,M,299.7,310.6,1572.0,38.0,139.0,1,Failure
1745,M16604,M,298.5,308.0,1461.0,51.9,157.0,0,No Failure
5411,M20270,M,302.7,312.5,1417.0,51.5,19.0,0,No Failure
3368,H32781,H,301.5,310.7,1790.0,26.2,8.0,0,No Failure
6436,L53615,L,300.3,309.9,1621.0,34.1,36.0,0,No Failure
9012,M23871,M,297.2,307.9,1530.0,35.9,197.0,0,No Failure
7699,L54878,L,300.6,311.5,1419.0,38.6,31.0,0,No Failure
7535,L54714,L,300.0,311.2,1418.0,47.3,60.0,0,No Failure
7896,L55075,L,300.8,312.6,1422.0,50.0,117.0,0,No Failure
8096,L55275,L,300.2,311.7,1493.0,48.3,167.0,0,No Failure
2038,H31451,H,299.0,308.7,1940.0,19.9,98.0,0,No Failure
9896,L57075,L,298.8,309.4,1387.0,54.1,171.0,0,No Failure
6737,L53916,L,301.7,311.0,1527.0,42.2,144.0,0,No Failure
6456,L53635,L,300.7,310.1,1565.0,40.2,81.0,0,No Failure
2821,L50000,L,300.2,309.5,1436.0,48.8,135.0,0,No Failure
7755,M22614,M,300.4,311.7,1478.0,39.9,185.0,0,No Failure
4387,L51566,L,301.9,309.7,1719.0,31.9,0.0,0,No Failure
8870,L56049,L,297.9,309.0,1528.0,37.5,54.0,0,No Failure
3708,M18567,M,302.1,311.3,1497.0,38.4,28.0,0,No Failure
7456,M22315,M,300.2,311.7,1597.0,39.5,68.0,0,No Failure
8411,L55590,L,298.5,309.5,1548.0,44.5,132.0,1,Failure
4973,H34386,H,303.8,312.6,1811.0,24.9,183.0,0,No Failure
446,L47625,L,297.5,308.6,1793.0,26.7,70.0,0,No Failure
6102,L53281,L,300.7,310.6,1616.0,29.6,47.0,0,No Failure
3161,M18020,M,300.4,309.7,1367.0,51.2,143.0,1,Failure
3274,M18133,M,301.3,309.9,1565.0,36.0,213.0,0,No Failure
7181,M22040,M,300.2,310.2,1628.0,30.3,27.0,0,No Failure
8509,M23368,M,298.4,309.7,1679.0,33.3,167.0,0,No Failure
8148,L55327,L,299.5,310.8,1447.0,41.0,93.0,0,No Failure
3826,H33239,H,302.2,310.7,1413.0,48.9,114.0,0,No Failure
1462,L48641,L,298.9,310.2,1491.0,45.1,101.0,0,No Failure
5533,L52712,L,302.4,311.8,1476.0,46.6,110.0,1,Failure
3936,M18795,M,302.6,311.6,1227.0,68.2,187.0,0,No Failure
8922,L56101,L,297.1,308.1,1633.0,33.3,192.0,0,No Failure
6950,M21809,M,300.7,311.2,1769.0,26.5,63.0,0,No Failure
9158,L56337,L,297.5,308.5,1462.0,52.3,148.0,0,No Failure
5549,L52728,L,302.3,311.8,1605.0,35.2,152.0,1,Failure
5289,L52468,L,303.8,313.2,1531.0,39.4,159.0,0,No Failure
6775,H36188,H,301.2,310.7,1747.0,27.3,35.0,0,No Failure
8731,H38144,H,297.3,308.7,1569.0,33.9,93.0,0,No Failure
9980,L57159,L,298.5,308.3,1334.0,49.8,186.0,0,No Failure
1302,L48481,L,298.7,309.9,1483.0,32.8,142.0,0,No Failure
2815,L49994,L,300.0,309.3,1395.0,56.5,122.0,0,No Failure
932,L48111,L,295.5,305.9,1542.0,36.2,12.0,1,Failure
7530,L54709,L,300.1,311.4,1467.0,35.7,45.0,0,No Failure
7387,M22246,M,299.8,310.6,1574.0,31.8,113.0,0,No Failure
2487,M17346,M,298.9,308.7,1772.0,28.4,177.0,0,No Failure
4012,L51191,L,302.2,311.1,1447.0,52.1,174.0,0,No Failure
6072,M20931,M,300.9,310.8,1452.0,43.6,185.0,0,No Failure
890,L48069,L,295.6,306.1,1389.0,46.2,113.0,0,No Failure
8361,L55540,L,298.6,309.6,1540.0,35.8,5.0,0,No Failure
8848,L56027,L,297.5,308.9,1443.0,43.5,0.0,0,No Failure
473,M15332,M,297.4,309.0,1497.0,41.8,144.0,0,No Failure
9927,M24786,M,298.5,308.6,1897.0,20.2,50.0,1,Failure
8963,L56142,L,297.3,307.9,1628.0,30.2,80.0,0,No Failure
689,H30102,H,297.6,309.0,1735.0,26.4,41.0,0,No Failure
6413,L53592,L,300.4,310.0,1423.0,44.2,189.0,1,Failure
5846,M20705,M,301.4,311.2,1727.0,26.5,43.0,0,No Failure
5225,L52404,L,303.9,313.2,1590.0,31.9,5.0,0,No Failure
2648,L49827,L,299.8,309.4,1408.0,45.6,156.0,0,No Failure
5549,L52728,L,302.3,311.8,1605.0,35.2,152.0,0,No Failure
1195,M16054,M,297.0,308.1,1507.0,43.1,51.0,0,No Failure
3067,M17926,M,300.1,309.2,1457.0,44.3,98.0,0,No Failure
1417,M16276,M,298.7,309.9,2083.0,18.2,205.0,1,Failure
6879,H36292,H,300.9,311.2,1518.0,35.0,90.0,0,No Failure
2887,H32300,H,300.5,309.5,1635.0,34.2,62.0,0,No Failure
4966,M19825,M,303.8,312.7,1364.0,49.3,167.0,0,No Failure
5877,L53056,L,301.5,311.1,1426.0,52.1,121.0,0,No Failure
9528,L56707,L,299.1,310.4,1550.0,43.9,79.0,0,No Failure
26,L47205,L,299.0,309.5,1861.0,23.3,73.0,0,No Failure
8766,L55945,L,297.4,308.8,1353.0,49.4,188.0,0,No Failure
7656,L54835,L,300.4,311.5,1596.0,32.5,154.0,0,No Failure
8904,M23763,M,297.4,308.7,1382.0,49.9,151.0,0,No Failure
1501,M16360,M,298.0,308.7,2101.0,17.4,198.0,0,No Failure
6758,L53937,L,301.8,311.2,1822.0,26.2,204.0,0,No Failure
6960,L54139,L,300.6,311.0,1543.0,34.7,89.0,0,No Failure
5771,L52950,L,301.6,311.2,1408.0,42.9,89.0,0,No Failure
6937,L54116,L,300.6,311.1,1471.0,40.7,26.0,0,No Failure
3913,L51092,L,302.4,311.4,1475.0,40.4,126.0,0,No Failure
9162,M24021,M,297.5,308.5,1612.0,30.0,163.0,0,No Failure
8303,L55482,L,298.7,310.1,1641.0,31.1,49.0,0,No Failure
6384,H35797,H,300.2,309.7,1483.0,43.8,108.0,0,No Failure
3771,L50950,L,302.3,311.0,1609.0,31.0,190.0,0,No Failure
5621,L52800,L,303.0,312.3,1533.0,38.5,134.0,0,No Failure
6672,L53851,L,301.5,310.6,1357.0,42.1,212.0,0,No Failure
2927,L50106,L,300.7,309.7,1507.0,52.4,163.0,0,No Failure
6268,L53447,L,300.8,310.4,1570.0,35.2,23.0,0,No Failure
2827,M17686,M,300.3,309.4,1612.0,33.1,150.0,0,No Failure
3753,H33166,H,302.3,311.1,1455.0,40.3,145.0,0,No Failure
343,L47522,L,297.4,308.2,1471.0,46.5,25.0,0,No Failure
6172,L53351,L,300.8,310.6,1416.0,42.2,225.0,0,No Failure
4401,L51580,L,302.3,310.1,1353.0,50.9,36.0,1,Heat Dissipation Failure
5591,M20450,M,302.5,311.9,1340.0,59.4,60.0,0,No Failure
4658,L51837,L,303.1,311.2,1628.0,35.2,23.0,0,No Failure
9645,L56824,L,299.3,310.4,1629.0,32.6,177.0,0,No Failure
7825,L55004,L,299.9,311.3,1535.0,38.1,160.0,0,No Failure
2054,L49233,L,299.5,309.3,1382.0,61.0,140.0,0,No Failure
6595,L53774,L,301.6,310.6,2103.0,19.7,12.0,0,No Failure
6302,M21161,M,301.2,310.6,1576.0,39.6,109.0,0,No Failure
1986,L49165,L,298.1,307.7,1537.0,40.8,169.0,0,No Failure
8182,L55361,L,299.7,311.2,1835.0,23.7,183.0,0,No Failure
2845,L50024,L,300.3,309.2,1650.0,35.2,196.0,0,No Failure
3653,M18512,M,302.1,311.5,1341.0,50.8,99.0,0,No Failure
6705,M21564,M,301.5,310.7,1510.0,36.0,64.0,0,No Failure
3652,L50831,L,302.1,311.5,1444.0,44.9,97.0,0,No Failure
8275,L55454,L,298.9,310.5,1640.0,29.2,195.0,0,No Failure
1645,L48824,L,298.0,307.8,1622.0,33.3,121.0,0,No Failure
7774,L54953,L,300.3,311.4,1759.0,24.8,34.0,0,No Failure
9690,L56869,L,299.0,310.1,1362.0,59.5,46.0,0,No Failure
4107,L51286,L,301.9,310.5,1425.0,51.1,173.0,1,Random Failure
5492,M20351,M,302.7,312.2,1350.0,58.6,2.0,0,No Failure
1538,M16397,M,298.4,309.1,1467.0,39.6,78.0,0,No Failure
6847,M21706,M,301.2,311.5,1498.0,49.5,3.0,1,Failure
2196,L49375,L,299.6,308.9,1613.0,30.8,80.0,0,No Failure
9962,L57141,L,298.2,307.9,1399.0,54.9,139.0,0,No Failure
2149,L49328,L,299.4,308.9,1583.0,34.1,176.0,0,No Failure
1776,L48955,L,298.5,308.0,1404.0,48.1,32.0,0,No Failure
1815,L48994,L,298.1,307.7,1650.0,34.1,138.0,0,No Failure
8447,L55626,L,298.5,309.9,1482.0,42.1,15.0,1,Heat Dissipation Failure
2050,M16909,M,299.3,309.2,1586.0,37.9,129.0,0,No Failure
1759,L48938,L,298.1,307.4,1608.0,33.9,193.0,0,No Failure
2109,H31522,H,299.4,309.0,1415.0,51.7,62.0,0,No Failure
9048,L56227,L,297.3,308.4,1488.0,37.4,69.0,1,Failure
3516,M18375,M,301.9,311.1,1605.0,40.0,179.0,0,No Failure
4640,L51819,L,303.1,311.3,1657.0,31.8,217.0,0,No Failure
3193,M18052,M,300.1,309.2,1418.0,39.8,221.0,0,No Failure
935,M15794,M,295.5,306.0,1326.0,50.8,18.0,0,No Failure
4943,L52122,L,303.5,312.6,1602.0,34.2,108.0,0,No Failure
2631,L49810,L,300.0,309.8,1372.0,39.6,105.0,0,No Failure
2626,L49805,L,299.7,309.4,1399.0,39.9,91.0,0,No Failure
2770,M17629,M,300.0,309.6,1477.0,38.1,13.0,0,No Failure
7629,L54808,L,300.5,311.7,1619.0,32.7,85.0,0,No Failure
346,L47525,L,297.5,308.3,1585.0,32.9,32.0,0,No Failure
9466,M24325,M,298.6,309.4,1460.0,43.8,138.0,0,No Failure
6529,L53708,L,301.2,310.5,1546.0,40.0,55.0,1,Failure
8233,L55412,L,299.1,310.6,1326.0,49.7,78.0,0,No Failure
1993,L49172,L,298.2,307.8,1375.0,46.6,188.0,0,No Failure
5116,M19975,M,304.2,313.7,2113.0,18.4,139.0,0,No Failure
1168,L48347,L,297.0,308.1,1362.0,52.5,213.0,0,No Failure
3414,L50593,L,301.3,310.3,1560.0,36.3,129.0,0,No Failure
9799,L56978,L,298.5,309.3,1471.0,44.7,119.0,0,No Failure
2743,L49922,L,299.6,309.1,1369.0,51.4,164.0,1,Overstrain Failure
4665,M19524,M,303.3,311.3,1566.0,46.1,41.0,0,No Failure
748,L47927,L,296.8,308.1,1356.0,48.3,201.0,0,No Failure
730,L47909,L,297.3,308.6,1586.0,37.7,155.0,0,No Failure
1771,H31184,H,298.4,307.9,1605.0,31.0,18.0,0,No Failure
857,L48036,L,296.1,307.1,1898.0,22.7,20.0,0,No Failure
8687,M23546,M,297.2,308.5,1611.0,31.6,197.0,0,No Failure
7719,H37132,H,300.6,311.7,1427.0,44.6,87.0,0,No Failure
5351,M20210,M,303.4,312.8,1622.0,35.1,107.0,0,No Failure
7729,L54908,L,300.7,311.8,1420.0,47.0,119.0,0,No Failure
1966,L49145,L,297.8,307.5,1581.0,33.1,116.0,0,No Failure
1208,M16067,M,297.0,308.1,1573.0,34.9,93.0,0,No Failure
9379,L56558,L,297.6,308.3,1816.0,28.8,106.0,0,No Failure
6760,L53939,L,301.7,311.0,1441.0,44.3,208.0,0,No Failure
2822,M17681,M,300.3,309.6,1419.0,42.5,137.0,0,No Failure
5860,L53039,L,301.3,311.0,1542.0,33.6,80.0,0,No Failure
2801,M17660,M,300.2,309.5,1500.0,45.7,89.0,0,No Failure
1878,M16737,M,298.2,307.8,1566.0,33.8,100.0,0,No Failure
8526,L55705,L,298.3,309.4,1378.0,52.3,12.0,0,No Failure
3253,L50432,L,301.1,309.7,1668.0,30.8,158.0,0,No Failure
762,L47941,L,296.7,307.8,1646.0,34.6,238.0,0,No Failure
9653,M24512,M,299.0,310.0,1488.0,46.3,198.0,0,No Failure
7196,M22055,M,300.1,310.1,1443.0,49.3,61.0,1,Tool Wear Failure
5387,L52566,L,302.9,312.2,1469.0,42.0,214.0,0,No Failure
6355,L53534,L,300.1,309.6,1565.0,34.8,32.0,0,No Failure
7013,L54192,L,300.4,310.4,1298.0,61.4,19.0,0,No Failure
1255,H30668,H,297.5,308.8,1430.0,49.4,2.0,0,No Failure
3093,M17952,M,300.0,309.3,2293.0,16.3,170.0,0,No Failure
2777,L49956,L,300.1,309.4,1453.0,47.6,28.0,1,Failure
4462,L51641,L,302.7,310.5,1642.0,30.8,195.0,0,No Failure
5191,L52370,L,304.1,313.2,1452.0,48.0,126.0,1,Failure
935,M15794,M,295.5,306.0,1326.0,50.8,18.0,0,No Failure
1272,H30685,H,298.0,309.4,1490.0,40.5,53.0,0,No Failure
6138,M20997,M,300.9,310.8,1988.0,19.7,136.0,1,Heat Dissipation Failure
606,M15465,M,297.9,309.8,1693.0,29.9,35.0,0,No Failure
6491,L53670,L,300.7,309.9,1383.0,44.5,176.0,0,No Failure
4154,M19013,M,302.0,310.4,1212.0,55.6,79.0,0,No Failure
1222,M16081,M,297.0,308.3,1399.0,46.4,132.0,0,No Failure
8888,L56067,L,297.8,308.9,1530.0,37.6,106.0,1,Overstrain Failure
3695,M18554,M,302.1,311.3,1511.0,45.0,204.0,0,No Failure
789,M15648,M,296.9,308.1,1440.0,46.3,64.0,1,Failure
9737,M24596,M,298.9,310.0,1348.0,58.2,163.0,0,No Failure
3578,M18437,M,301.6,310.4,1455.0,39.0,118.0,1,Failure
7900,L55079,L,300.9,312.4,1364.0,52.5,125.0,0,No Failure
7545,L54724,L,300.2,311.4,1425.0,44.2,84.0,0,No Failure
5659,M20518,M,302.2,311.4,1372.0,55.1,9.0,0,No Failure
233,L47412,L,298.2,308.4,1424.0,47.6,179.0,0,No Failure
1763,H31176,H,298.2,307.6,1460.0,48.6,204.0,0,No Failure
4019,M18878,M,302.0,310.8,1783.0,23.1,190.0,0,No Failure
187,L47366,L,298.1,308.3,1301.0,56.0,63.0,0,No Failure
3945,L51124,L,302.2,311.2,1381.0,49.4,207.0,0,No Failure
1029,L48208,L,296.3,307.4,1472.0,39.9,51.0,0,No Failure
3127,L50306,L,300.0,309.4,1499.0,35.7,46.0,1,Failure
9495,L56674,L,299.2,309.9,1516.0,41.4,219.0,0,No Failure
612,L47791,L,298.1,310.0,1553.0,40.9,49.0,0,No Failure
3699,H33112,H,302.2,311.3,1758.0,26.4,4.0,0,No Failure
1911,H31324,H,298.0,307.7,1547.0,36.8,186.0,0,No Failure
4678,H34091,H,303.5,311.6,1466.0,47.0,80.0,1,Power Failure
2789,L49968,L,300.3,309.6,1326.0,52.4,57.0,0,No Failure
4585,L51764,L,302.8,311.1,1550.0,32.3,76.0,1,Heat Dissipation Failure
2062,L49241,L,299.7,309.6,1359.0,50.7,161.0,0,No Failure
9164,L56343,L,297.6,308.6,1415.0,47.3,169.0,1,Failure
3800,L50979,L,302.2,310.9,1506.0,34.0,49.0,0,No Failure
7108,H36521,H,300.9,310.5,1512.0,41.2,49.0,0,No Failure
2438,L49617,L,299.1,308.3,1426.0,40.1,60.0,1,Failure
3996,L51175,L,302.3,311.3,1621.0,31.6,135.0,0,No Failure
8420,L55599,L,299.0,310.3,1431.0,39.9,157.0,0,No Failure
1303,L48482,L,298.6,309.8,1505.0,45.7,144.0,0,No Failure
7061,H36474,H,300.6,310.4,1479.0,35.6,150.0,0,No Failure
8678,M23537,M,297.3,308.5,1664.0,28.9,174.0,0,No Failure
6547,M21406,M,301.4,310.8,1530.0,39.9,107.0,0,No Failure
6681,L53860,L,301.5,310.8,1417.0,49.7,5.0,0,No Failure
9102,H38515,H,297.3,308.2,1653.0,31.4,9.0,0,No Failure
8429,M23288,M,299.0,310.3,1827.0,28.0,178.0,1,Heat Dissipation Failure
9040,M23899,M,297.3,308.3,1341.0,51.9,51.0,0,No Failure
1329,M16188,M,298.8,310.1,1719.0,28.8,206.0,0,No Failure
4124,M18983,M,302.1,310.6,1517.0,38.9,2.0,1,Failure
2378,M17237,M,299.2,308.3,1582.0,45.5,107.0,0,No Failure
6565,L53744,L,301.4,310.6,1557.0,38.2,157.0,0,No Failure
358,L47537,L,297.6,308.4,1517.0,34.2,66.0,0,No Failure
2313,M17172,M,299.1,308.6,1441.0,36.2,169.0,0,No Failure
4827,L52006,L,303.4,311.8,2268.0,15.8,20.0,0,No Failure
5441,H34854,H,303.0,312.5,1698.0,30.0,89.0,0,No Failure
7692,M22551,M,300.5,311.5,1370.0,56.1,7.0,0,No Failure
7354,L54533,L,299.8,310.3,1687.0,30.4,33.0,0,No Failure
7220,M22079,M,299.8,309.7,1556.0,37.7,124.0,0,No Failure
4620,H34033,H,303.1,311.3,2056.0,19.7,167.0,0,No Failure
7582,M22441,M,300.4,311.2,1366.0,56.1,177.0,0,No Failure
5576,H34989,H,302.4,312.0,1477.0,39.7,18.0,0,No Failure
5271,L52450,L,303.5,312.9,1275.0,64.4,113.0,0,No Failure
2855,L50034,L,300.5,309.3,1470.0,40.8,219.0,0,No Failure
4188,M19047,M,302.2,310.7,1601.0,33.0,166.0,0,No Failure
8797,L55976,L,297.2,308.3,1796.0,23.8,61.0,0,No Failure
5838,M20697,M,301.3,311.1,1834.0,25.4,22.0,0,No Failure
8609,L55788,L,297.4,308.4,1369.0,50.6,220.0,0,No Failure
4017,L51196,L,302.1,310.9,1658.0,30.3,186.0,0,No Failure
1074,L48253,L,297.0,307.8,1414.0,47.5,168.0,0,No Failure
1206,L48385,L,296.8,308.0,1371.0,54.5,86.0,0,No Failure
7631,L54810,L,300.5,311.6,1534.0,37.7,90.0,1,Tool Wear Failure
7530,L54709,L,300.1,311.4,1467.0,35.7,45.0,0,No Failure
2648,L49827,L,299.8,309.4,1408.0,45.6,156.0,0,No Failure
2807,L49986,L,300.0,309.3,1364.0,41.2,104.0,0,No Failure
8730,L55909,L,297.3,308.7,1352.0,53.8,91.0,0,No Failure
5314,M20173,M,303.7,312.9,1566.0,32.6,9.0,0,No Failure
1134,M15993,M,296.8,307.9,1418.0,47.9,127.0,0,No Failure
8082,L55261,L,300.2,311.6,1356.0,53.5,132.0,0,No Failure
6969,L54148,L,300.9,311.2,1789.0,25.5,114.0,0,No Failure
5545,L52724,L,302.2,311.7,1471.0,45.6,140.0,0,No Failure
210,L47389,L,298.4,308.6,1477.0,44.0,124.0,0,No Failure
8527,L55706,L,298.3,309.3,1401.0,51.9,14.0,0,No Failure
791,L47970,L,296.8,307.9,1420.0,45.4,70.0,0,No Failure
8851,L56030,L,297.6,309.0,1491.0,43.2,7.0,0,No Failure
5572,L52751,L,302.4,312.0,1562.0,37.9,10.0,0,No Failure
78,L47257,L,298.8,308.9,1455.0,41.3,208.0,0,No Failure
9290,L56469,L,298.2,308.9,1367.0,45.0,85.0,0,No Failure
4402,H33815,H,302.2,310.0,1468.0,43.6,38.0,0,No Failure
1591,L48770,L,298.2,308.4,1497.0,37.7,207.0,0,No Failure
447,L47626,L,297.5,308.6,1452.0,39.0,72.0,0,No Failure
4860,L52039,L,303.7,312.4,1535.0,38.6,107.0,0,No Failure
3648,L50827,L,302.2,311.5,1427.0,43.8,88.0,0,No Failure
925,L48104,L,295.5,306.0,1800.0,27.6,208.0,0,No Failure
2746,M17605,M,299.7,309.1,1603.0,38.5,170.0,0,No Failure
9517,L56696,L,298.9,310.1,1341.0,54.5,51.0,0,No Failure
5615,H35028,H,303.0,312.2,1624.0,28.8,117.0,0,No Failure
2676,L49855,L,299.7,309.3,1574.0,35.8,6.0,0,No Failure
3960,M18819,M,302.2,311.4,1538.0,37.4,37.0,1,Random Failure
5095,M19954,M,304.1,313.5,1470.0,45.8,85.0,0,No Failure
